Customer_ID,Age,Monthly_Income,Loan_Amount,Loan_Type,Credit_Score,Loan_Status
C1624,45,116014,1902485,Home,572,Default
C1625,56,142518,2894459,Business,862,Paid
C1626,59,82381,2763441,Vehicle,718,Paid
C1627,31,136895,2878983,Home,513,Default
C1628,58,124948,1125000,Business,347,Paid
C1629,60,46107,730430,Vehicle,720,Default
C1630,55,61891,1287357,Vehicle,346,Paid
C1631,47,83695,2719235,Personal,883,Paid
C1632,59,46922,913027,Business,886,Paid
C1633,32,105295,1697520,Personal,338,Default
C1634,40,66228,2436363,Home,480,Default
C1635,43,49635,943586,Business,305,Default
C1636,39,79570,1474273,Personal,767,Paid
C1637,27,146424,2416173,Home,597,Default
C1638,24,122653,2118737,Home,451,Default
C1639,40,32668,1652737,Home,857,Default
C1640,42,121469,1991174,Personal,327,Default
C1641,55,33134,594334,Personal,807,Paid
C1642,38,120179,178423,Home,759,Default
C1643,49,106990,2351728,Vehicle,402,Paid
C1644,21,124778,624932,Vehicle,445,Paid
C1645,27,137275,653547,Business,746,Paid
C1646,37,43867,2769860,Personal,828,Paid
C1647,32,69459,173826,Business,405,Default
C1648,24,99243,933356,Personal,868,Paid
C1649,41,47203,364004,Business,878,Paid
C1650,27,112887,1700693,Business,768,Paid
C1651,57,29200,56004,Personal,896,Paid
C1652,48,50591,157203,Home,557,Default
C1653,57,117185,114151,Vehicle,773,Paid
C1654,47,48115,1255273,Home,393,Paid
C1655,52,120138,928997,Vehicle,716,Paid
C1656,57,25945,925811,Home,745,Paid
C1657,41,25560,1446549,Vehicle,804,Default
C1658,53,92655,2074747,Home,884,Paid
C1659,34,80129,2074292,Personal,513,Default
C1660,24,99791,2766062,Vehicle,363,Default
C1661,23,114463,865712,Vehicle,682,Paid
C1662,56,54129,209416,Home,510,Paid
C1663,35,113589,2914812,Home,760,Paid
C1664,29,67299,603345,Vehicle,864,Paid
C1665,41,141288,83682,Personal,554,Paid
C1666,21,46839,2754125,Business,762,Paid
C1667,55,88534,94122,Home,452,Default
C1668,41,140367,2253116,Vehicle,448,Default
C1669,40,61393,1561204,Home,429,Paid
C1670,50,107787,2459485,Personal,475,Default
C1671,59,47725,1258995,Vehicle,456,Paid
C1672,33,142739,858531,Business,426,Default
C1673,21,142037,2429217,Vehicle,462,Default
C1674,35,133235,2550482,Business,644,Paid
C1675,37,112293,1321541,Vehicle,356,Default
C1676,34,139262,526010,Personal,412,Default
C1677,36,105177,1589325,Vehicle,693,Paid
C1678,59,56288,2170670,Business,373,Default
C1679,24,93928,504751,Vehicle,868,Paid
C1680,40,21192,1275778,Business,627,Paid
C1681,38,126242,782477,Business,807,Paid
C1682,38,54756,1910768,Business,456,Default
C1683,28,33081,732085,Business,526,Paid
C1684,53,148837,1718679,Business,832,Default
C1685,57,107107,90834,Personal,614,Paid
C1686,43,91127,1958291,Business,655,Paid
C1687,47,144355,2649707,Home,649,Paid
C1688,38,122347,1846967,Home,726,Paid
C1689,35,118395,991935,Vehicle,652,Paid
C1690,52,92291,994947,Personal,638,Paid
C1691,32,125100,536593,Vehicle,701,Paid
C1692,57,118981,1169125,Vehicle,720,Paid
C1693,22,39002,236807,Vehicle,718,Paid
C1694,54,57628,2708103,Personal,622,Paid
C1695,50,96180,756489,Personal,391,Default
C1696,47,140754,2438716,Business,874,Paid
C1697,48,129148,2475098,Vehicle,889,Paid
C1698,49,74304,67565,Vehicle,806,Default
C1699,54,24536,533266,Business,388,Default
C1700,27,102483,2803580,Business,363,Paid
C1701,27,91270,103966,Business,648,Paid
C1702,24,142278,1737878,Business,812,Paid
C1703,40,69690,2982910,Home,474,Default
C1704,42,80086,691582,Vehicle,731,Default
C1705,55,138486,1515331,Vehicle,561,Paid
C1706,48,53572,1381500,Vehicle,682,Paid
C1707,56,117547,2844325,Home,562,Default
C1708,35,31066,2430056,Personal,846,Paid
C1709,46,96878,1941096,Business,318,Default
C1710,29,81619,1848714,Home,477,Default
C1711,47,73869,968692,Personal,862,Default
C1712,52,89519,1071895,Business,716,Paid
C1713,25,112016,1532793,Personal,375,Default
C1714,25,41011,2705149,Personal,692,Paid
C1715,59,142732,2560732,Home,783,Paid
C1716,31,106379,2138698,Home,832,Paid
C1717,55,90018,2499064,Business,661,Paid
C1718,46,32212,201155,Vehicle,743,Paid
C1719,33,98955,665823,Vehicle,831,Paid
C1720,27,140846,817689,Personal,407,Default
C1721,45,44141,828202,Vehicle,579,Default
C1722,48,124025,179696,Vehicle,370,Default
C1723,42,129606,2222124,Business,660,Paid
C1724,24,148445,2275580,Personal,461,Paid
C1725,44,28858,2037917,Home,775,Paid
C1726,48,119296,1136294,Vehicle,566,Default
C1727,23,84829,2268921,Business,594,Default
C1728,47,132460,2548361,Vehicle,343,Paid
C1729,26,33273,1418463,Home,556,Default
C1730,21,50362,631330,Home,664,Default
C1731,46,115079,2454613,Business,667,Paid
C1732,40,142665,1634645,Business,693,Default
C1733,35,141233,1085514,Vehicle,497,Paid
C1734,32,128673,112091,Home,451,Paid
C1735,32,96025,372928,Personal,834,Paid
C1736,54,53652,1518149,Home,689,Default
C1737,46,133031,1835948,Home,382,Default
C1738,31,64689,1073876,Vehicle,618,Paid
C1739,39,63255,2461833,Business,690,Paid
C1740,58,121766,374223,Business,877,Default
C1741,42,90225,1636061,Personal,572,Paid
C1742,51,78488,2386206,Vehicle,315,Default
C1743,33,58812,2647276,Business,610,Paid
C1744,30,62622,1426274,Home,600,Default
C1745,36,36691,308484,Personal,811,Paid
C1746,47,90526,368372,Business,673,Paid
C1747,49,87236,1226335,Business,429,Default
C1748,52,59178,2570144,Home,447,Default
C1749,39,48530,1762048,Business,489,Paid
C1750,41,102870,2849943,Home,611,Paid
C1751,48,139595,141667,Personal,637,Paid
C1752,38,137205,647556,Vehicle,861,Paid
C1753,54,115728,1545713,Business,522,Default
C1754,49,29177,2990402,Home,433,Default
C1755,32,134983,2285602,Business,532,Default
C1756,29,149074,1097555,Home,823,Default
C1757,52,114543,913123,Business,552,Default
C1758,35,23176,819576,Vehicle,852,Paid
C1759,41,69488,1711871,Business,624,Paid
C1760,48,73194,2249547,Business,622,Paid
C1761,36,39979,777383,Home,318,Default
C1762,31,136867,1387233,Business,752,Paid
C1763,30,21542,2498053,Business,351,Default
C1764,25,37181,70225,Vehicle,358,Default
C1765,56,143073,1799337,Vehicle,832,Paid
C1766,27,77267,2116828,Personal,789,Paid
C1767,23,102142,171919,Personal,779,Paid
C1768,42,22302,152145,Personal,747,Paid
C1769,50,102940,932052,Personal,605,Paid
C1770,25,22003,1570548,Personal,429,Default
C1771,25,136970,715551,Home,653,Paid
C1772,21,61458,2785693,Personal,827,Paid
C1773,29,23775,877409,Home,687,Paid
C1774,34,122466,1257649,Vehicle,859,Paid
C1775,40,27311,2677021,Personal,795,Paid
C1776,54,144248,2891658,Personal,723,Paid
C1777,52,87461,2169673,Business,422,Default
C1778,27,122095,2387280,Personal,623,Paid
C1779,44,93318,2364974,Personal,798,Paid
C1780,29,58096,2931198,Vehicle,767,Paid
C1781,26,130602,1270558,Personal,813,Paid
C1782,22,135202,386814,Business,698,Paid
C1783,39,141024,1372990,Vehicle,760,Paid
C1784,26,38482,2390675,Vehicle,515,Default
C1785,23,75594,258156,Vehicle,422,Default
C1786,25,81438,1902274,Vehicle,719,Paid
C1787,48,108998,2387309,Vehicle,508,Paid
C1788,22,129958,1683437,Personal,638,Paid
C1789,34,83214,1468256,Personal,524,Paid
C1790,48,118214,1382529,Vehicle,530,Default
C1791,31,81535,1400970,Home,584,Paid
C1792,33,40212,2237133,Vehicle,587,Default
C1793,38,45397,196717,Home,758,Paid
C1794,48,38647,2993326,Home,662,Paid
C1795,54,131910,1386379,Personal,834,Paid
C1796,29,132995,2606061,Business,305,Default
C1797,32,53498,2409120,Vehicle,614,Default
C1798,22,26910,1417482,Personal,886,Paid
C1799,48,60479,1263771,Business,724,Paid
C1800,54,57760,2866252,Home,604,Default
C1801,38,67059,2150316,Personal,424,Default
C1802,25,51244,1179099,Home,877,Paid
C1803,39,55527,108451,Personal,738,Paid
C1804,58,105725,1169766,Home,394,Default
C1805,36,38533,95744,Vehicle,443,Default
C1806,45,34756,879354,Home,395,Default
C1807,51,61409,2985839,Home,773,Paid
C1808,21,43539,2420922,Business,562,Default
C1809,41,54499,555154,Personal,571,Paid
C1810,22,112604,1456136,Vehicle,486,Default
C1811,34,43740,190985,Personal,843,Paid
C1812,38,74927,95091,Home,582,Default
C1813,54,22062,1732430,Vehicle,727,Default
C1814,41,109485,1861948,Personal,751,Paid
C1815,29,92547,944841,Business,563,Default
C1816,40,147258,2144130,Business,421,Default
C1817,45,70173,1692039,Business,718,Paid
C1818,60,85172,1247246,Vehicle,684,Paid
C1819,39,74652,2810598,Personal,891,Paid
C1820,54,34476,2695357,Vehicle,745,Paid
C1821,34,45610,2520934,Personal,857,Paid
C1822,33,99561,707028,Vehicle,774,Paid
C1823,25,94632,1662598,Vehicle,356,Default
C1824,47,86896,2936808,Business,379,Default
C1825,41,94826,1854022,Business,824,Paid
C1826,40,121105,1401003,Personal,354,Paid
C1827,47,100204,2941255,Personal,679,Default
C1828,53,66962,2359707,Business,400,Default
C1829,54,143523,348623,Home,725,Default
C1830,21,29393,2141963,Business,675,Paid
C1831,53,32664,132747,Vehicle,877,Default
C1832,36,48531,2725956,Personal,730,Paid
C1833,43,54602,819589,Business,816,Paid
C1834,39,136119,394863,Home,790,Paid
C1835,24,113040,2857578,Personal,489,Paid
C1836,33,149588,1818914,Business,795,Paid
C1837,30,82218,1122867,Vehicle,407,Default
C1838,51,106262,1457239,Home,684,Paid
C1839,53,139843,556727,Business,772,Default
C1840,56,64773,431617,Business,703,Paid
C1841,23,77015,79728,Business,566,Default
C1842,43,53255,2398951,Personal,790,Paid
C1843,21,128065,446688,Personal,667,Paid
C1844,35,107047,1308140,Personal,426,Default
C1845,59,149878,507405,Personal,838,Paid
C1846,51,25721,2991239,Business,749,Paid
C1847,30,80727,2982794,Business,766,Paid
C1848,38,128863,784491,Business,849,Paid
C1849,37,146888,907947,Personal,428,Paid
C1850,29,28550,1792396,Home,718,Paid
C1851,21,24564,704932,Vehicle,709,Paid
C1852,58,48129,2604316,Business,664,Paid
C1853,31,32704,1021215,Vehicle,529,Default
C1854,45,79942,316423,Personal,598,Default
C1855,23,107107,2677423,Business,671,Paid
C1856,22,144838,400688,Home,849,Paid
C1857,53,137039,2166359,Personal,650,Paid
C1858,41,30434,2189737,Vehicle,788,Default
C1859,39,35613,1048419,Personal,856,Default
C1860,26,28864,76975,Business,653,Paid
C1861,34,80900,545308,Vehicle,698,Paid
C1862,54,132785,655904,Home,797,Paid
C1863,39,149378,594163,Home,744,Paid
C1864,27,101030,753609,Personal,357,Default
C1865,28,131877,2767826,Business,582,Default
C1866,42,138002,1989180,Vehicle,655,Paid
C1867,46,131281,846685,Business,607,Paid
C1868,45,136624,2394388,Vehicle,807,Paid
C1869,26,80348,1866743,Business,779,Paid
C1870,32,96060,651337,Personal,618,Paid
C1871,36,63938,1128579,Home,773,Default
C1872,36,100667,50382,Business,537,Default
C1873,32,39455,293307,Business,746,Paid
C1874,58,33856,2140839,Home,497,Default
C1875,36,101531,2185454,Business,553,Default
C1876,32,69122,2050443,Personal,660,Paid
C1877,21,56430,1905852,Personal,641,Paid
C1878,60,54218,818179,Vehicle,545,Paid
C1879,30,95387,2099234,Home,314,Default
C1880,21,123624,330883,Business,614,Default
C1881,35,39015,2307556,Business,539,Default
C1882,49,123566,373187,Vehicle,425,Default
C1883,59,109856,1180500,Home,694,Paid
C1884,38,44649,1714304,Vehicle,496,Default
C1885,51,102015,821469,Personal,730,Default
C1886,41,30049,309176,Vehicle,395,Default
C1887,29,66704,2270581,Vehicle,571,Default
C1888,29,144588,2782284,Personal,451,Default
C1889,34,86369,283956,Vehicle,339,Default
C1890,40,33072,399649,Business,586,Paid
C1891,22,109108,2480659,Business,352,Paid
C1892,60,111509,571161,Personal,443,Paid
C1893,21,80132,517521,Home,325,Default
C1894,47,116013,2946675,Vehicle,676,Paid
C1895,55,104785,2764572,Personal,840,Paid
C1896,36,93761,2008942,Personal,818,Paid
C1897,27,45922,1287090,Home,660,Paid
C1898,58,131780,114971,Home,889,Paid
C1899,46,39272,1617363,Business,712,Paid
C1900,45,82805,318955,Business,811,Default
C1901,39,72604,1010795,Business,371,Paid
C1902,22,45451,1144237,Business,451,Paid
C1903,29,140410,1164325,Personal,688,Paid
C1904,55,68708,283795,Business,434,Default
C1905,28,83815,86813,Personal,666,Paid
C1906,21,141612,2351802,Personal,326,Default
C1907,49,108206,2157438,Personal,581,Default
C1908,25,100569,156855,Personal,426,Default
C1909,33,103437,2651692,Vehicle,619,Paid
C1910,44,39246,2973817,Personal,359,Default
C1911,25,49129,1747441,Vehicle,377,Default
C1912,50,32576,2429351,Vehicle,761,Paid
C1913,25,125588,2047258,Home,766,Paid
C1914,38,27393,2728704,Personal,403,Default
C1915,29,66751,1539026,Business,467,Paid
C1916,23,131103,495136,Vehicle,519,Paid
C1917,46,26841,518047,Personal,580,Paid
C1918,42,22819,1090548,Business,439,Default
C1919,23,62646,312074,Business,794,Paid
C1920,30,34009,1683402,Personal,680,Paid
C1921,30,25666,201730,Personal,450,Paid
C1922,23,121829,2193348,Home,741,Paid
C1923,55,92847,2716294,Business,872,Paid
C1924,21,132498,1133797,Vehicle,381,Default
C1925,34,104221,749171,Vehicle,322,Default
C1926,41,100720,457271,Business,793,Paid
C1927,40,137061,2597354,Business,829,Default
C1928,47,143506,2102652,Personal,735,Paid
C1929,30,64587,1619148,Personal,668,Paid
C1930,47,102946,880028,Personal,529,Default
C1931,46,119327,660303,Home,821,Paid
C1932,42,23245,1738699,Personal,741,Paid
C1933,50,34469,2462368,Vehicle,339,Default
C1934,38,130271,792082,Home,360,Default
C1935,34,85271,1672478,Personal,589,Default
C1936,45,24822,857945,Business,667,Paid
C1937,43,52385,2363979,Personal,360,Paid
C1938,47,129511,1304592,Home,696,Paid
C1939,46,41917,270006,Vehicle,698,Paid
C1940,56,25615,2605093,Home,566,Default
C1941,32,32711,495157,Vehicle,758,Paid
C1942,52,117561,1282544,Personal,334,Default
C1943,24,97363,1070009,Personal,733,Paid
C1944,36,70811,733101,Vehicle,640,Paid
C1945,39,133866,1496997,Vehicle,647,Paid
C1946,37,96496,1400544,Personal,791,Paid
C1947,58,139728,2098130,Home,812,Paid
C1948,50,138089,1346959,Home,769,Paid
C1949,29,119627,1831822,Business,558,Default
C1950,27,111605,1860417,Vehicle,340,Default
C1951,36,112446,1164628,Business,380,Default
C1952,45,72507,2229653,Business,352,Paid
C1953,39,41632,619980,Business,663,Default
C1954,28,91806,201454,Personal,598,Default
C1955,27,126660,2151827,Vehicle,599,Default
C1956,41,99709,2155113,Business,739,Paid
C1957,58,34842,639938,Business,330,Default
C1958,44,115798,2879798,Personal,677,Paid
C1959,25,93359,2553963,Business,360,Default
C1960,51,80868,2583754,Home,455,Default
C1961,21,64515,2559417,Business,461,Paid
C1962,23,100926,1300926,Personal,335,Default
C1963,59,61738,863489,Vehicle,334,Default
C1964,60,103963,1932839,Business,684,Paid
C1965,50,89135,1618303,Personal,446,Paid
C1966,24,51977,2988314,Home,573,Default
C1967,47,130804,1079843,Personal,331,Default
C1968,49,121596,750648,Personal,708,Paid
C1969,24,25403,2184928,Business,733,Paid
C1970,44,51232,1449362,Personal,449,Paid
C1971,29,132706,1167176,Vehicle,734,Paid
C1972,59,101527,232177,Business,559,Default
C1973,54,35134,323733,Vehicle,361,Default
C1974,31,20318,603005,Business,545,Paid
C1975,30,74945,2286824,Personal,600,Paid
C1976,36,78098,2450610,Vehicle,519,Default
C1977,45,31136,447441,Business,342,Default
C1978,35,65563,1257225,Vehicle,526,Default
C1979,25,46071,1275195,Home,312,Default
C1980,27,118796,61690,Personal,474,Paid
C1981,51,112335,1786326,Personal,695,Paid
C1982,24,115020,1980455,Vehicle,536,Default
C1983,36,63599,277677,Business,483,Paid
C1984,27,70164,282936,Home,748,Paid
C1985,21,50378,596967,Business,731,Default
C1986,50,133012,2041510,Business,885,Paid
C1987,39,29705,2007504,Vehicle,336,Default
C1988,26,113839,1463937,Business,521,Default
C1989,31,47918,965957,Personal,593,Default
C1990,41,48663,1654973,Personal,448,Default
C1991,59,142066,472537,Business,632,Paid
C1992,27,102341,555301,Personal,613,Paid
C1993,49,27903,409946,Home,852,Paid
C1994,43,110728,1349413,Personal,621,Paid
C1995,38,86067,2781993,Personal,699,Paid
C1996,48,132393,2466875,Vehicle,487,Default
C1997,22,50615,1105096,Business,408,Default
C1998,42,84847,1244232,Personal,362,Default
C1999,21,34896,2852129,Business,390,Default
C2000,23,110255,191263,Vehicle,394,Default
